================ Training Loss (Tue Oct 31 11:39:38 2023) ================
================ Training Loss (Tue Oct 31 11:40:24 2023) ================
(epoch: 1, iters: 100, time: 0.124, data: 1.074) G: 11.374 G_content: 4.363 G_style: 0.016 G_tv: 0.049 D_real: 0.369 D_fake: 0.133 G_GAN: 0.373 
(epoch: 1, iters: 200, time: 0.118, data: 0.002) G: 11.362 G_content: 3.780 G_style: 0.013 G_tv: 0.030 D_real: 0.399 D_fake: 0.206 G_GAN: 0.356 
(epoch: 1, iters: 300, time: 0.141, data: 0.002) G: 9.691 G_content: 4.340 G_style: 0.017 G_tv: 0.047 D_real: 0.224 D_fake: 0.202 G_GAN: 0.288 
(epoch: 1, iters: 400, time: 0.273, data: 0.002) G: 8.270 G_content: 3.810 G_style: 0.010 G_tv: 0.040 D_real: 0.411 D_fake: 0.117 G_GAN: 0.335 
(epoch: 1, iters: 500, time: 0.126, data: 0.002) G: 7.897 G_content: 4.354 G_style: 0.012 G_tv: 0.041 D_real: 0.436 D_fake: 0.102 G_GAN: 0.407 
(epoch: 1, iters: 600, time: 0.140, data: 0.002) G: 9.548 G_content: 4.800 G_style: 0.013 G_tv: 0.052 D_real: 0.271 D_fake: 0.181 G_GAN: 0.278 
(epoch: 1, iters: 700, time: 0.123, data: 0.002) G: 7.785 G_content: 3.882 G_style: 0.015 G_tv: 0.033 D_real: 0.248 D_fake: 0.243 G_GAN: 0.276 
(epoch: 1, iters: 800, time: 0.130, data: 0.002) G: 5.582 G_content: 2.782 G_style: 0.006 G_tv: 0.022 D_real: 0.264 D_fake: 0.233 G_GAN: 0.279 
(epoch: 1, iters: 900, time: 0.121, data: 0.002) G: 7.196 G_content: 3.329 G_style: 0.008 G_tv: 0.032 D_real: 0.238 D_fake: 0.249 G_GAN: 0.269 
(epoch: 1, iters: 1000, time: 0.125, data: 0.002) G: 6.678 G_content: 3.593 G_style: 0.010 G_tv: 0.036 D_real: 0.363 D_fake: 0.134 G_GAN: 0.308 
================ Training Loss (Tue Oct 31 11:43:27 2023) ================
(epoch: 1, iters: 100, time: 0.077, data: 1.111) G: 12.130 G_content: 4.263 G_style: 0.018 G_tv: 0.067 D_real: 0.276 D_fake: 0.171 G_GAN: 0.319 
(epoch: 1, iters: 200, time: 0.068, data: 0.003) G: 11.344 G_content: 4.197 G_style: 0.016 G_tv: 0.053 D_real: 0.079 D_fake: 0.457 G_GAN: 0.457 
(epoch: 1, iters: 300, time: 0.064, data: 0.002) G: 7.523 G_content: 3.201 G_style: 0.012 G_tv: 0.024 D_real: 0.197 D_fake: 0.337 G_GAN: 0.346 
(epoch: 1, iters: 400, time: 0.211, data: 0.003) G: 8.308 G_content: 3.787 G_style: 0.013 G_tv: 0.040 D_real: 0.303 D_fake: 0.174 G_GAN: 0.290 
(epoch: 1, iters: 500, time: 0.071, data: 0.003) G: 8.034 G_content: 3.960 G_style: 0.014 G_tv: 0.044 D_real: 0.242 D_fake: 0.198 G_GAN: 0.256 
(epoch: 1, iters: 600, time: 0.062, data: 0.003) G: 9.741 G_content: 4.122 G_style: 0.014 G_tv: 0.040 D_real: 0.232 D_fake: 0.289 G_GAN: 0.240 
================ Training Loss (Tue Oct 31 12:00:39 2023) ================
================ Training Loss (Tue Oct 31 12:01:20 2023) ================
(epoch: 1, iters: 100, time: 0.072, data: 1.168) G: 12.695 G_content: 4.168 G_style: 0.019 G_tv: 0.046 D_real: 0.162 D_fake: 0.325 G_GAN: 0.344 
(epoch: 1, iters: 200, time: 0.082, data: 0.003) G: 10.136 G_content: 3.886 G_style: 0.012 G_tv: 0.055 D_real: 0.246 D_fake: 0.179 G_GAN: 0.300 
(epoch: 1, iters: 300, time: 0.071, data: 0.003) G: 10.792 G_content: 4.012 G_style: 0.014 G_tv: 0.038 D_real: 0.324 D_fake: 0.119 G_GAN: 0.418 
(epoch: 1, iters: 400, time: 0.178, data: 0.003) G: 14.863 G_content: 5.021 G_style: 0.021 G_tv: 0.049 D_real: 0.255 D_fake: 0.204 G_GAN: 0.291 
(epoch: 1, iters: 500, time: 0.073, data: 0.003) G: 8.669 G_content: 3.792 G_style: 0.013 G_tv: 0.031 D_real: 0.331 D_fake: 0.177 G_GAN: 0.290 
================ Training Loss (Tue Oct 31 12:03:58 2023) ================
================ Training Loss (Tue Oct 31 12:07:57 2023) ================
(epoch: 1, iters: 100, time: 0.070, data: 1.077) G: 12.874 G_content: 4.800 G_style: 0.021 G_tv: 0.098 D_real: 0.284 D_fake: 0.129 G_GAN: 0.387 
(epoch: 1, iters: 200, time: 0.066, data: 0.002) G: 10.507 G_content: 3.597 G_style: 0.013 G_tv: 0.038 D_real: 0.194 D_fake: 0.237 G_GAN: 0.328 
(epoch: 1, iters: 300, time: 0.077, data: 0.003) G: 11.230 G_content: 3.949 G_style: 0.014 G_tv: 0.045 D_real: 0.200 D_fake: 0.246 G_GAN: 0.276 
(epoch: 1, iters: 400, time: 0.204, data: 0.003) G: 11.949 G_content: 3.652 G_style: 0.013 G_tv: 0.035 D_real: 0.224 D_fake: 0.248 G_GAN: 0.250 
(epoch: 1, iters: 500, time: 0.065, data: 0.003) G: 10.355 G_content: 4.268 G_style: 0.017 G_tv: 0.042 D_real: 0.119 D_fake: 0.365 G_GAN: 0.310 
(epoch: 1, iters: 600, time: 0.067, data: 0.003) G: 8.994 G_content: 3.706 G_style: 0.012 G_tv: 0.038 D_real: 0.272 D_fake: 0.215 G_GAN: 0.279 
(epoch: 1, iters: 700, time: 0.064, data: 0.003) G: 7.441 G_content: 3.800 G_style: 0.010 G_tv: 0.047 D_real: 0.255 D_fake: 0.224 G_GAN: 0.269 
(epoch: 1, iters: 800, time: 0.066, data: 0.003) G: 7.404 G_content: 3.301 G_style: 0.009 G_tv: 0.029 D_real: 0.191 D_fake: 0.331 G_GAN: 0.325 
